ticket_id,ticket_text,category,priority,created_at,resolution_time_hours,resolved_at,cleaned_text
TKT-1759,laptop screen flickering and sometimes goes completely black,Hardware,Low,2024-03-28 16:07:00,23.84,2024-03-29 15:57:24.000000000,laptop screen flicker sometim goe complet black
TKT-3995,"latency spikes to APPSRV-03 causing database timeouts, kindly resolve this",Network,Low,2024-01-29 09:32:00,22.9,2024-01-30 08:26:00.000000000,latenc spike appsrv num caus databas timeout kindli resolv
TKT-2043,"all users in wing B - cannot ping APPSRV-03 fom my laptop, 100 percent packet loss",Network,Medium,2024-03-04 15:15:00,25.83,2024-03-05 17:04:48.000000000,user wing cannot ping appsrv num fom laptop num percent packet loss
TKT-0368,"whenever yoou get a chance, database certificate expiring in 15 days, renewal needed",Database,Low,2024-03-07 17:59:00,51.82,2024-03-09 21:48:12.000000000,whenev yoou get chanc databas certif expir num day renew need
TKT-3969,"i and my manager - docking station not detecting second monitor since last week, tried restarting but no luck",Hardware,Medium,2024-02-15 05:23:00,18.74,2024-02-16 00:07:24.000000000,manag dock station detect second monitor sinc last week tri restart luck
TKT-3961,"no rush but indexes on users fragmented, all queries running very slow",Database,Low,2024-02-05 09:45:00,121.57,2024-02-10 11:19:11.999999999,rush index user fragment queri run slow
TKT-0140,zoom freezes after 100 minutes on video cals,Software,Medium,2024-01-15 09:42:00,115.48,2024-01-20 05:10:48.000000000,zoom freez num minut video cal
TKT-0843,"need access to intranet portal for ops team, approved by manager, thanks in advance",Access/Login,Medium,2024-02-23 10:25:00,16.13,2024-02-24 02:32:48.000000000,need access intranet portal op team approv manag thank advanc
TKT-0400,"colleague Raul left, please transfer their Design folder access to me",Access/Login,Medium,2024-02-16 09:51:00,6.03,2024-02-16 15:52:48.000000000,colleagu raul left pleas transfer design folder access
TKT-0023,"me and two colleagues - colleague Snneha left, please transfer their Finance folder acess to me",Access/Login,Low,2024-04-03 14:09:00,19.57,2024-04-04 09:43:11.999999999,two colleagu colleagu snneha left pleas transfer financ folder acess
TKT-0734,my workstation - oulook not receiving any new emails since the power cut yesterday,Email,Medium,2024-02-11 14:10:00,14.84,2024-02-12 05:00:24.000000000,workstat oulook receiv new email sinc power cut yesterday
TKT-1862,"laptop battery drains in 2 hours even when plugged in, this is blocking my work",Hardware,Medium,2024-04-06 08:59:00,15.55,2024-04-07 00:32:00.000000000,laptop batteri drain num hour even plug block work
TKT-3543,"cannot send eemails over 5 mb, getting rejected by server",Email,Medium,2024-03-26 18:47:00,15.04,2024-03-27 09:49:24.000000000,cannot send eemail num mb get reject server
TKT-1186,"locked out of my account after 30 failed attempts suddenly today, tried restarting but no luck",Access/Login,Medium,2024-03-21 12:23:00,4.61,2024-03-21 16:59:36.000000000,lock account num fail attempt suddenli today tri restart luck
TKT-1505,"urgent - onedrive not syncing, files stuck in pending since this moorning, please look into it",Software,High,2024-03-20 08:21:00,16.54,2024-03-21 00:53:24.000000000,urgent onedr sync file stuck pend sinc moorn pleas look
TKT-2274,"remote desktop to DC01 fails with 401, cannot access my work machine, kindly resolve this",Network,Medium,2024-03-23 15:58:00,17.26,2024-03-24 09:13:36.000000000,remot desktop dc01 fail num cannot access work machin kindli resolv
TKT-2107,"my desktop machine - right click context menu extremely slow to appear on desktop, please help asap",Software,Low,2024-03-11 19:04:00,94.57,2024-03-15 17:38:11.999999999,desktop machin right click context menu extrem slow appear desktop pleas help asap
TKT-2034,"i - spacebar and enter key sticking on my keyboard, urgetn please",Hardware,High,2024-02-13 21:06:00,10.24,2024-02-14 07:20:24.000000000,spacebar enter key stick keyboard urgetn pleas
TKT-3446,"AutoCAD using 99 percent cpu making lapop unusable, this is blocking my work",Software,Medium,2024-02-06 13:03:00,31.56,2024-02-07 20:36:36.000000000,autocad use num percent cpu make lapop unus block work
TKT-0982,everyone in the HR department - calcuulator and snipping tool missing after windows 11 upgrade,Software,Medium,2024-03-20 20:39:00,19.52,2024-03-21 16:10:12.000000000,everyon hr depart calcuul snip tool miss window num upgrad
TKT-0315,"lwo priority - colleague Priya left, please transfer their Projects folder access to me",Access/Login,Low,2024-02-09 12:41:00,16.71,2024-02-10 05:23:36.000000000,lwo prioriti colleagu priya left pleas transfer project folder access
TKT-3249,"not urgent - onedrive not syncing, files stuck in pending after the windows patch",Software,Low,2024-03-26 12:45:00,76.55,2024-03-29 17:18:00.000000000,urgent onedr sync file stuck pend window patch
TKT-2862,"ethernet port on laptop loose, acble keeps falling out",Hardware,Medium,2024-02-23 21:03:00,30.91,2024-02-25 03:57:36.000000000,ethernet port laptop loos acbl keep fall
TKT-1037,"i - need SRV-01 whitelisted on firewall, currently blocked",Network,Low,2024-02-06 17:54:00,26.7,2024-02-07 20:36:00.000000000,need srv num whitelist firewal current block
TKT-3198,"cannot work at all, hard drive making clicking noise, afarid of losing data, urgent please",Hardware,High,2024-01-15 22:08:00,11.05,2024-01-16 09:11:00.000000000,cannot work hard drive make click nois afarid lose data urgent pleas
TKT-2601,"onedrive not syncing, files stuck in pending after the windows patch",Software,Low,2024-02-13 10:27:00,43.44,2024-02-15 05:53:24.000000000,onedr sync file stuck pend window patch
TKT-3872,"business impacted - scheduled backup failed last night for SALES_DB, thanks in advance",Database,High,2024-01-25 14:32:00,15.92,2024-01-26 06:27:12.000000000,busi impact schedul backup fail last night sale db thank advanc
TKT-1250,"cannot work at all, network printer reception printter not showing on the network",Network,High,2024-03-31 17:40:00,3.22,2024-03-31 20:53:12.000000000,cannot work network printer recept printter show network
TKT-0819,nneed temporary local admin rights to install AutoCAD,Access/Login,Low,2024-03-04 02:49:00,13.39,2024-03-04 16:12:24.000000000,nneed temporari local admin right instal autocad
TKT-0283,"critical isue - our entire team - windows update stuck at 30 percent foor 30 hours now, please escalate if needed",Software,Critical,2024-01-29 08:43:00,13.04,2024-01-29 21:45:24.000000000,critic isu entir team window updat stuck num percent foor num hour pleas escal need
TKT-3737,urgent - my laptop - vendor Rohan needs temporary guest wifi and Jira access for 2 days,Access/Login,Critical,2024-01-30 09:36:00,1.65,2024-01-30 11:15:00.000000000,urgent laptop vendor rohan need temporari guest wifi jira access num day
TKT-1153,"escalating this - bulk meail to audit bounced for 50 recipients, already raised this verbally",Email,High,2024-01-16 03:14:00,8.92,2024-01-16 12:09:12.000000000,escal bulk meail audit bounc num recipi alreadi rais verbal
TKT-3036,"low priority - password reset email not arriving, already checked spam, tried restrting bbut no luck",Access/Login,Low,2024-03-11 11:59:00,14.58,2024-03-12 02:33:47.999999999,low prioriti password reset email arriv alreadi check spam tri restrt bbut luck
TKT-3419,"please hhelp immediately, all users in winng B - connection pool exhausted on DC01, app returning errors, need this fixed today",Database,High,2024-01-12 14:49:00,25.35,2024-01-13 16:10:00.000000000,pleas hhelp immedi user winng connect pool exhaust dc01 app return error need fix today
TKT-2201,"everyone affected - my laptop - vpn software and antivirus conflicting, one crashes the other, this is blocking my work",Software,Critical,2024-01-17 16:34:00,7.25,2024-01-17 23:49:00.000000000,everyon affect laptop vpn softwar antiviru conflict one crash block work
TKT-0812,"paaper jam in reception printer in lab 3, cleeared it but keeps happening",Hardware,Medium,2024-01-08 22:18:00,19.05,2024-01-09 17:21:00.000000000,paaper jam recept printer lab num cleear keep happen
TKT-3407,"my workstation - ethernet pot on laptop oose, cable keeps falling out, thanks in advance",Hardware,Medium,2024-02-22 17:43:00,31.88,2024-02-24 01:35:48.000000000,workstat ethernet pot laptop oos cabl keep fall thank advanc
TKT-0145,"at your convenieence, my workstation - spacebar and enter key sticking on my keyboard, this is blocking my work",Hardware,Low,2024-02-19 12:06:00,26.01,2024-02-20 14:06:36.000000000,conveni workstat spacebar enter key stick keyboard block work
TKT-2763,"email signature disappeaared after recent outlook update, urgent please",Email,Medium,2024-01-16 10:10:00,12.93,2024-01-16 23:05:48.000000000,email signatur disappeaar recent outlook updat urgent pleas
TKT-1800,"my laptop - service account password expired, utoCAD stopped working, need this fixed today",Access/Login,Low,2024-03-04 02:59:00,10.05,2024-03-04 13:02:00.000000000,laptop servic account password expir utocad stop work need fix today
TKT-3809,"shared mailbox access for finance not working after mailbox migration, please help asap",Access/Login,Medium,2024-04-01 09:17:00,7.69,2024-04-01 16:58:24.000000000,share mailbox access financ work mailbox migrat pleas help asap
TKT-1344,"excel file says corrupted and wont open, need data urgently",Software,Low,2024-02-27 08:46:00,43.74,2024-02-29 04:30:24.000000000,excel file say corrupt wont open need data urgent
TKT-2615,production is down - cannot install AutoCAD as it says another version already installed,Software,High,2024-01-31 11:57:00,8.56,2024-01-31 20:30:36.000000000,product cannot instal autocad say anoth version alreadi instal
TKT-0069,"antivius quarantined Chrome exe, need it whitelisted",Software,Medium,2024-01-09 16:52:00,50.74,2024-01-11 19:36:24.000000000,antiviu quarantin chrome exe need whitelist
TKT-0333,"please help immediately, ARCHIVE_DB storage 95 percent full, need expansion urgently, urgent please",Database,Critical,2024-03-10 14:05:00,9.07,2024-03-10 23:09:12.000000000,pleas help immedi archiv db storag num percent full need expans urgent urgent pleas
TKT-0685,"not urgent - inbox rules stopped working, emails landing in wrong folders",Email,Low,2024-03-04 17:07:00,20.16,2024-03-05 13:16:36.000000000,urgent inbox rule stop work email land wrong folder
TKT-1524,"machine boots into safe mode randomly, very slow to use, tried restarting but no luck",Software,Low,2024-03-16 08:36:00,50.08,2024-03-18 10:40:48.000000000,machin boot safe mode randomli slow use tri restart luck
TKT-0619,"dual monitor setup broke after driver update, only one screen works",Software,Medium,2024-01-18 10:44:00,28.16,2024-01-19 14:53:36.000000000,dual monitor setup broke driver updat one screen work
TKT-2422,"cannot wrok at all, screen resolution changed after winodws update, everything looks blurry",Software,High,2024-01-24 22:29:00,16.09,2024-01-25 14:34:24.000000000,cannot wrok screen resolut chang winodw updat everyth look blurri
TKT-3965,"proxy settings blocking internal site on new laptop, this is blocking my work",Network,Low,2024-02-07 00:12:00,16.36,2024-02-07 16:33:36.000000000,proxi set block intern site new laptop block work
TKT-1848,"not urgent - ethernet port on laptop loose, cable keeps faling out",Hardware,Low,2024-03-05 08:25:00,23.02,2024-03-06 07:26:12.000000000,urgent ethernet port laptop loos cabl keep fale
TKT-1855,"no rush but several users on my floor - meeting invites showing wrong time zone for recipients, please help asap",Email,Low,2024-03-24 13:40:00,29.02,2024-03-25 18:41:12.000000000,rush sever user floor meet invit show wrong time zone recipi pleas help asap
TKT-2191,"production is down - my laptop - site-to-site vpn tunnel keeps dropping, production systems unreachable",Network,Critical,2024-01-17 10:38:00,4.01,2024-01-17 14:38:36.000000000,product laptop site site vpn tunnel keep drop product system unreach
TKT-1268,"new joiner Sneha needs laptop setup and CMR access today, already raised this verbally",Access/Login,Medium,2024-04-04 12:59:00,10.43,2024-04-04 23:24:48.000000000,new joiner sneha need laptop setup cmr access today alreadi rais verbal
TKT-2822,"me and two colleagues - wifi keeps dropping every 50 minutes, very annoying, urgent please",Network,Medium,2024-03-08 16:47:00,13.52,2024-03-09 06:18:12.000000000,two colleagu wifi keep drop everi num minut annoy urgent pleas
TKT-0680,need read-only access to intranet portal for upcoming audit by finance team,Access/Login,High,2024-02-09 10:57:00,3.74,2024-02-09 14:41:24.000000000,need read access intranet portal upcom audit financ team
TKT-1639,"whenever you get a chance, start menu search nnot working after cumulative update",Software,Low,2024-01-29 16:29:00,54.18,2024-01-31 22:39:48.000000000,whenev get chanc start menu search nnot work cumul updat
TKT-3295,"fingerprint login broken after windows update, have to type password",Access/Login,High,2024-02-20 08:55:00,3.17,2024-02-20 12:05:12.000000000,fingerprint login broken window updat type password
TKT-3639,"i and my manager - new employee starting monday, need Confluence and email access ready",Access/Login,Low,2024-03-19 15:04:00,13.2,2024-03-20 04:16:00.000000000,manag new employe start monday need confluenc email access readi
TKT-2017,not urgent - portable hard disk not recognised when plugged into my laptop,Hardware,Low,2024-02-01 11:45:00,35.6,2024-02-02 23:21:00.000000000,urgent portabl hard disk recognis plug laptop
